DATE,SALES_REGION,REVENUE,COGS,FORECASTED_REVENUE
2024-04-16,Medellin,4293.54,3062.45,700.48
2024-04-16,Cali,1038.82,1434.01,1451.07
2024-04-16,Barranquilla,872.82,311.8,939.77
2024-04-16,Cartagena,6029.39,80.67,9769.21
2024-04-17,Bogota,10972.67,2877.17,8832.26
2024-04-17,Medellin,1046.39,920.26,1079.26
2024-04-17,Cali,1625.67,265.2,4244.85
2024-04-17,Barranquilla,357.05,3718.57,2971.46
2024-04-17,Cartagena,1918.64,1588.23,113.55
2024-04-18,Bogota,1246.6,3141.54,5928.77
2024-04-18,Medellin,5810.13,912.88,2557.74
2024-04-18,Cali,333.91,3189.56,1978.87
2024-04-18,Barranquilla,5757.63,839.43,886.44
2024-04-18,Cartagena,2574.25,199.21,2953.63
2024-04-19,Bogota,356.18,2193.99,1678.53
2024-04-19,Medellin,9318.2,62.12,3753.76
2024-04-19,Cali,1620.18,133.15,1526.28
2024-04-19,Barranquilla,804.41,3629.23,1833.52
2024-04-19,Cartagena,131.85,995.37,2932.1
2024-04-20,Bogota,2654.74,6349.65,4224.88
2024-04-20,Medellin,6668.91,2203.27,8274.46
2024-04-20,Cali,1984.38,1644.31,1461.95
2024-04-20,Barranquilla,5925.15,1094.55,1774.93
2024-04-20,Cartagena,2294.31,191.2,4631.16
2024-04-21,Bogota,320.28,194.49,8243.62
2024-04-21,Medellin,3754.27,1594.81,410.56
2024-04-21,Cali,3106.32,1016.89,390.37
2024-04-21,Barranquilla,1987.79,4409.43,2686.13
2024-04-21,Cartagena,5302.59,745.78,2503.56
2024-04-22,Bogota,1772.1,3559.41,2160.44
2024-04-22,Medellin,10749.56,5097.61,80.46
2024-04-22,Cali,3484.87,956.35,3039.05
2024-04-22,Barranquilla,1591.65,77.9,4245.72
2024-04-22,Cartagena,865.91,277.77,7730.69
2024-04-23,Bogota,2469.43,378.51,2844.1
2024-04-23,Medellin,5704.87,2541.64,2932.26
2024-04-23,Cali,2226.74,2668.72,4276.89
2024-04-23,Barranquilla,3991.72,4128.11,3920.85
2024-04-23,Cartagena,2602.03,371.01,1685.62
2024-04-24,Bogota,6684.87,608.41,355.09
2024-04-24,Medellin,1188.62,2341.19,5400.09
2024-04-24,Cali,3367.78,1328.24,2952.85
2024-04-24,Barranquilla,1617.72,1597.49,107.66
2024-04-24,Cartagena,115.38,1894.76,4982.13
2024-04-25,Bogota,66.01,142.69,1700.53
2024-04-25,Medellin,2737.05,891.26,1282.88
2024-04-25,Cali,5333.36,3087.47,2462.4
2024-04-25,Barranquilla,9837.58,1479.23,3788.34
2024-04-25,Cartagena,163.98,3293.57,8806.4
2024-04-26,Bogota,4549.67,1055.9,113.26
2024-04-26,Medellin,3455.87,2680.89,1561.06
2024-04-26,Cali,3308.24,1109.4,177.37
2024-04-26,Barranquilla,1645.92,775.95,7957.79
2024-04-26,Cartagena,1005.36,161.82,5223.3
2024-04-27,Bogota,3563.92,2121.92,1182.46
2024-04-27,Medellin,504.96,4779.14,5498.32
2024-04-27,Cali,756.09,1544.2,3760.85
2024-04-27,Barranquilla,414.61,82.0,4044.81
2024-04-27,Cartagena,13571.45,98.7,5202.27
2024-04-28,Bogota,1563.43,674.79,767.71
2024-04-28,Medellin,8838.23,1769.95,4012.86
2024-04-28,Cali,4542.12,2606.92,3188.93
2024-04-28,Barranquilla,248.06,296.45,1820.63
2024-04-28,Cartagena,620.89,1458.81,5737.1
2024-04-29,Bogota,9884.67,406.46,3740.32
2024-04-29,Medellin,5088.25,278.01,4169.93
2024-04-29,Cali,2944.3,1488.75,1541.57
2024-04-29,Barranquilla,876.36,4614.63,8819.52
2024-04-29,Cartagena,23.77,2310.29,69.98
2024-04-30,Bogota,6363.09,1595.58,4899.87
2024-04-30,Medellin,1608.32,696.51,5496.96
2024-04-30,Cali,1034.62,432.89,2219.01
2024-04-30,Barranquilla,812.4,3750.5,1315.07
2024-04-30,Cartagena,7106.89,739.07,3047.34
2024-05-01,Bogota,2102.0,1301.16,386.96
2024-05-01,Medellin,2223.5,135.41,4416.55
2024-05-01,Cali,5630.17,129.44,3009.16
2024-05-01,Barranquilla,4822.66,2563.39,147.54
2024-05-01,Cartagena,2474.21,4856.13,10634.79
2024-05-02,Bogota,7637.02,1446.1,2182.27
2024-05-02,Medellin,611.96,3289.28,5413.34
2024-05-02,Cali,46.59,2123.8,1520.52
2024-05-02,Barranquilla,5995.2,197.04,4208.75
2024-05-02,Cartagena,722.47,98.52,2400.83
2024-05-03,Bogota,8549.74,6440.13,1300.61
2024-05-03,Medellin,599.78,398.47,4943.53
2024-05-03,Cali,771.72,2242.46,456.86
2024-05-03,Barranquilla,5679.38,607.83,2487.32
2024-05-03,Cartagena,3960.22,1638.34,8436.59
2024-05-04,Bogota,782.4,611.88,2211.79
2024-05-04,Medellin,6542.1,1161.03,8720.64
2024-05-04,Cali,1310.9,1572.33,1430.31
2024-05-04,Barranquilla,567.87,6198.75,2208.86
2024-05-04,Cartagena,7236.63,214.06,2506.69
2024-05-05,Bogota,164.99,1944.24,8772.23
2024-05-05,Medellin,1296.22,1597.8,3338.82
2024-05-05,Cali,1935.3,116.47,2452.48
2024-05-05,Barranquilla,5681.71,915.65,184.51
2024-05-05,Cartagena,5160.33,2678.63,685.15
2024-05-06,Bogota,1505.41,2287.74,274.6
2024-05-06,Medellin,1124.64,411.21,1492.74
2024-05-06,Cali,1691.88,1319.86,9782.65
2024-05-06,Barranquilla,4169.26,3073.86,3790.49
2024-05-06,Cartagena,7572.74,215.85,1399.6
2024-05-07,Bogota,50.14,88.8,2237.98
2024-05-07,Medellin,5203.52,3328.27,130.7
2024-05-07,Cali,2422.38,39.65,5587.77
2024-05-07,Barranquilla,116.19,254.88,1490.21
2024-05-07,Cartagena,2399.7,1572.37,86.88
2024-05-08,Bogota,2150.61,705.13,5058.63
2024-05-08,Medellin,4674.31,422.46,1136.02
2024-05-08,Cali,1211.52,3332.3,2200.33
2024-05-08,Barranquilla,1385.16,2831.22,1522.2
2024-05-08,Cartagena,3594.15,249.59,3055.66
2024-05-09,Bogota,4519.35,1130.62,9546.29
2024-05-09,Medellin,5107.73,3633.89,2823.34
2024-05-09,Cali,1915.0,895.35,361.86
2024-05-09,Barranquilla,2741.45,407.71,2582.2
2024-05-09,Cartagena,2318.21,1923.62,93.77
2024-05-10,Bogota,133.26,337.87,1575.88
2024-05-10,Medellin,2493.94,3115.57,286.45
2024-05-10,Cali,5272.38,708.79,1253.86
2024-05-10,Barranquilla,4193.96,873.77,8533.62
2024-05-10,Cartagena,807.24,1548.76,887.15
2024-05-11,Bogota,3832.75,438.0,5496.23
2024-05-11,Medellin,2927.59,2799.91,1818.73
2024-05-11,Cali,7363.97,313.32,1660.03
2024-05-11,Barranquilla,1893.94,3316.85,6702.5
2024-05-11,Cartagena,161.9,483.06,1917.19
2024-05-12,Bogota,7370.85,1584.61,8343.32
2024-05-12,Medellin,3746.57,1736.4,457.83
2024-05-12,Cali,677.78,1014.55,4369.69
2024-05-12,Barranquilla,777.67,1746.81,652.97
2024-05-12,Cartagena,1714.82,934.15,1673.49
2024-05-13,Bogota,1470.23,1210.09,918.41
2024-05-13,Medellin,911.05,198.95,345.44
2024-05-13,Cali,1647.45,2901.96,3356.27
2024-05-13,Barranquilla,5066.94,219.46,1421.68
2024-05-13,Cartagena,2259.07,923.71,4819.77
2024-05-14,Bogota,1141.19,627.66,1604.56
2024-05-14,Medellin,4871.87,557.55,228.54
2024-05-14,Cali,2943.53,304.46,7302.22
2024-05-14,Barranquilla,2228.32,1299.83,2341.1
2024-05-14,Cartagena,1797.91,3048.65,1089.99
2024-05-15,Bogota,593.9,1187.98,6025.71
2024-05-15,Medellin,5805.98,771.45,1366.84
2024-05-15,Cali,3281.13,4528.49,1687.29
2024-05-15,Barranquilla,5162.95,248.48,6678.16
2024-05-15,Cartagena,855.69,1131.84,256.31
2024-05-16,Bogota,3480.47,1455.07,1198.62
2024-05-16,Medellin,1618.49,2317.16,7377.85
2024-05-16,Cali,4010.29,2668.5,4901.02
2024-05-16,Barranquilla,522.75,120.62,3196.41
2024-05-16,Cartagena,6276.73,789.69,708.6
2024-05-17,Bogota,2148.62,589.51,3726.92
2024-05-17,Medellin,195.9,483.7,2475.06
2024-05-17,Cali,937.08,4978.12,4725.29
2024-05-17,Barranquilla,10096.47,1142.42,1518.34
2024-05-17,Cartagena,2365.18,278.11,2188.69
2024-05-18,Bogota,1800.03,385.18,1865.82
2024-05-18,Medellin,8179.37,750.08,1136.69
2024-05-18,Cali,1482.56,1640.67,3594.41
2024-05-18,Barranquilla,4547.08,1531.08,8953.8
2024-05-18,Cartagena,522.97,4041.56,177.56
2024-05-19,Bogota,2793.2,750.81,1458.23
2024-05-19,Medellin,1581.09,1003.06,3061.52
2024-05-19,Cali,1292.47,659.66,2206.63
2024-05-19,Barranquilla,616.04,245.75,10899.58
2024-05-19,Cartagena,10238.23,6429.25,129.38
2024-05-20,Bogota,508.8,217.09,1084.85
2024-05-20,Medellin,877.29,1376.22,2368.51
2024-05-20,Cali,1827.2,1814.51,38.41
2024-05-20,Barranquilla,541.95,2589.92,4506.29
2024-05-20,Cartagena,10558.94,682.71,6292.91
2024-05-21,Bogota,8228.67,4099.76,2506.44
2024-05-21,Medellin,1966.94,2770.3,2495.36
2024-05-21,Cali,2313.07,576.07,9691.46
2024-05-21,Barranquilla,218.67,725.32,4372.56
2024-05-21,Cartagena,6238.12,2920.16,1412.94
2024-05-22,Bogota,4747.58,7.41,1622.91
2024-05-22,Medellin,1564.54,53.0,944.62
2024-05-22,Cali,2029.92,114.72,1295.31
2024-05-22,Barranquilla,3371.82,3038.84,4673.72
2024-05-22,Cartagena,1961.76,4614.83,4278.91
2024-05-23,Bogota,629.14,3607.67,1294.09
2024-05-23,Medellin,696.18,12.54,3310.39
2024-05-23,Cali,1436.15,1632.78,8407.24
2024-05-23,Barranquilla,10269.84,518.91,1333.18
2024-05-23,Cartagena,1327.34,111.39,107.56
2024-05-24,Bogota,326.17,612.09,1690.68
2024-05-24,Medellin,15860.96,385.91,14785.94
2024-05-24,Cali,2074.96,4465.14,108.46
2024-05-24,Barranquilla,230.88,2048.15,678.19
2024-05-24,Cartagena,426.26,1016.15,998.59
2024-05-25,Bogota,592.59,501.84,3197.89
2024-05-25,Medellin,3174.66,5838.16,10044.51
2024-05-25,Cali,1448.63,72.81,2316.36
2024-05-25,Barranquilla,7869.28,2182.5,241.85
2024-05-25,Cartagena,4976.78,241.08,1598.61
2024-05-26,Bogota,1029.8,451.8,7236.29
2024-05-26,Medellin,11384.07,1792.76,934.45
2024-05-26,Cali,2922.83,663.81,1660.88
2024-05-26,Barranquilla,46.83,2899.49,5215.09
2024-05-26,Cartagena,1655.36,1364.24,1811.14
2024-05-27,Bogota,3680.9,1064.15,2383.18
2024-05-27,Medellin,535.63,743.77,2895.12
2024-05-27,Cali,3992.15,2643.83,3244.08
2024-05-27,Barranquilla,1458.37,306.25,1463.26
2024-05-27,Cartagena,1335.22,409.71,869.37
2024-05-28,Bogota,1413.83,5148.9,3738.58
2024-05-28,Medellin,9762.54,2559.12,799.78
2024-05-28,Cali,1748.38,1275.06,888.01
2024-05-28,Barranquilla,3123.54,31.27,6625.62
2024-05-28,Cartagena,3146.54,1504.79,6595.2
2024-05-29,Bogota,3690.77,4115.62,3766.32
2024-05-29,Medellin,1307.71,1835.6,4542.66
2024-05-29,Cali,7160.79,9.61,4050.1
2024-05-29,Barranquilla,3222.97,3196.83,4342.1
2024-05-29,Cartagena,1760.17,32.44,1863.95
2024-05-30,Bogota,2204.67,3054.84,732.7
2024-05-30,Medellin,683.95,719.65,5320.99
2024-05-30,Cali,5339.93,2381.99,3272.32
2024-05-30,Barranquilla,8648.63,2166.38,11069.36
2024-05-30,Cartagena,3111.29,2160.63,519.54
2024-05-31,Bogota,5521.81,962.26,4038.33
2024-05-31,Medellin,299.53,419.88,2279.65
2024-05-31,Cali,1494.3,883.3,1178.42
2024-05-31,Barranquilla,2296.37,294.4,1664.45
2024-05-31,Cartagena,1882.47,3671.38,2856.74
2024-06-01,Bogota,6229.97,1995.93,1942.27
2024-06-01,Medellin,3258.59,678.51,2699.49
2024-06-01,Cali,4930.25,4070.93,9743.49
2024-06-01,Barranquilla,3068.99,1466.81,3299.42
2024-06-01,Cartagena,1193.46,25.97,211.65
2024-06-02,Bogota,866.85,442.86,2207.89
2024-06-02,Medellin,1173.18,1457.76,6378.74
2024-06-02,Cali,1428.74,215.0,867.13
2024-06-02,Barranquilla,4775.69,2743.82,77.7
2024-06-02,Cartagena,3380.47,584.98,2274.14
2024-06-03,Bogota,2302.79,5018.2,1767.97
2024-06-03,Medellin,3403.94,52.66,11951.96
2024-06-03,Cali,2214.46,870.55,963.53
2024-06-03,Barranquilla,4304.03,2195.13,2259.65
2024-06-03,Cartagena,3930.38,510.72,114.55
2024-06-04,Bogota,1229.1,2415.15,2023.65
2024-06-04,Medellin,1581.6,155.27,738.41
2024-06-04,Cali,2718.58,1346.59,3185.44
2024-06-04,Barranquilla,3724.52,681.99,4804.73
2024-06-04,Cartagena,1984.4,1872.48,1150.35
2024-06-05,Bogota,7536.69,2541.87,887.8
2024-06-05,Medellin,4860.63,2221.39,788.75
2024-06-05,Cali,4405.18,908.09,1818.27
2024-06-05,Barranquilla,763.92,3520.07,10900.99
2024-06-05,Cartagena,913.66,210.06,3509.65
2024-06-06,Bogota,892.42,537.45,2060.6
2024-06-06,Medellin,7794.84,1348.57,3206.11
2024-06-06,Cali,188.23,586.47,4139.38
2024-06-06,Barranquilla,7658.13,4606.0,2192.41
2024-06-06,Cartagena,1539.57,1172.64,7453.8
2024-06-07,Bogota,1486.72,154.69,3463.96
2024-06-07,Medellin,4872.0,1116.42,6215.67
2024-06-07,Cali,4623.14,1462.01,4887.67
2024-06-07,Barranquilla,373.48,518.87,1159.53
2024-06-07,Cartagena,4335.67,3119.3,704.46
2024-06-08,Bogota,2769.03,1316.78,6386.03
2024-06-08,Medellin,1511.88,2544.47,4762.22
2024-06-08,Cali,444.39,671.73,20.36
2024-06-08,Barranquilla,3475.08,468.11,64.64
2024-06-08,Cartagena,5871.45,2626.79,1829.65
2024-06-09,Bogota,3613.05,382.59,3062.3
2024-06-09,Medellin,5934.34,595.98,4360.56
2024-06-09,Cali,219.02,819.46,362.35
2024-06-09,Barranquilla,842.13,1747.95,2785.08
2024-06-09,Cartagena,83.13,747.55,903.89
2024-06-10,Bogota,2730.71,1581.29,5590.73
2024-06-10,Medellin,5911.68,2391.42,2008.21
2024-06-10,Cali,3143.06,2441.01,713.19
2024-06-10,Barranquilla,1330.84,86.58,6512.26
2024-06-10,Cartagena,3858.0,1554.61,1950.69
2024-06-11,Bogota,8967.79,1104.89,75.77
2024-06-11,Medellin,1.77,467.78,8549.37
2024-06-11,Cali,2775.86,1129.18,1406.08
2024-06-11,Barranquilla,622.67,1467.38,262.61
2024-06-11,Cartagena,2167.34,3187.26,4202.09
2024-06-12,Bogota,882.37,6161.24,8019.1
2024-06-12,Medellin,735.18,1225.85,1523.26
2024-06-12,Cali,5409.38,569.59,4876.87
2024-06-12,Barranquilla,4756.34,5.36,544.14
2024-06-12,Cartagena,5437.29,2102.04,2079.36
2024-06-13,Bogota,6029.17,3649.85,1004.89
2024-06-13,Medellin,429.05,332.25,1130.91
2024-06-13,Cali,9130.62,637.8,13428.71
2024-06-13,Barranquilla,2018.96,1479.0,141.62
2024-06-13,Cartagena,1056.02,1700.69,3210.95
2024-06-14,Bogota,2965.74,1548.34,5890.07
2024-06-14,Medellin,1501.54,4.96,2365.08
2024-06-14,Cali,4377.62,2877.95,1620.87
2024-06-14,Barranquilla,4196.38,4505.33,9266.03
2024-06-14,Cartagena,6713.94,569.4,1091.91
2024-06-15,Bogota,10311.3,153.39,1494.03
2024-06-15,Medellin,3285.03,1569.59,12062.52
2024-06-15,Cali,311.95,1404.83,2584.77
2024-06-15,Barranquilla,2939.47,1690.01,783.21
2024-06-15,Cartagena,1710.28,2695.63,1626.75
2024-06-16,Bogota,5035.23,55.42,3110.63
2024-06-16,Medellin,2500.79,943.12,3699.2
2024-06-16,Cali,1065.28,1905.9,1307.31
2024-06-16,Barranquilla,1155.18,851.91,2463.54
2024-06-16,Cartagena,360.66,983.76,278.63
2024-06-17,Bogota,3508.6,1725.84,2799.72
2024-06-17,Medellin,2920.79,21.56,5413.76
2024-06-17,Cali,4165.62,4843.12,1808.12
2024-06-17,Barranquilla,2611.01,488.6,1842.92
2024-06-17,Cartagena,393.76,53.23,2082.69
2024-06-18,Bogota,3317.62,895.99,1869.63
2024-06-18,Medellin,2033.21,733.32,1404.15
2024-06-18,Cali,286.61,122.04,2268.63
2024-06-18,Barranquilla,5867.53,5690.68,9239.04
2024-06-18,Cartagena,5794.94,443.5,2177.4
2024-06-19,Bogota,3265.25,1055.15,990.02
2024-06-19,Medellin,1797.32,364.04,1196.4
2024-06-19,Cali,897.52,2609.3,853.12
2024-06-19,Barranquilla,339.24,612.32,5817.65
2024-06-19,Cartagena,5416.97,537.21,2663.89
2024-06-20,Bogota,10957.39,2621.74,266.59
2024-06-20,Medellin,45.52,139.54,4574.63
2024-06-20,Cali,2101.15,2518.21,1113.53
2024-06-20,Barranquilla,360.84,145.57,2079.49
2024-06-20,Cartagena,1745.47,1011.06,8121.72
2024-06-21,Bogota,1083.22,137.6,1310.13
2024-06-21,Medellin,698.75,4306.77,1060.89
2024-06-21,Cali,21.66,277.87,3565.25
2024-06-21,Barranquilla,5497.36,467.34,3377.04
2024-06-21,Cartagena,3242.39,244.77,909.96
2024-06-22,Bogota,3688.95,876.68,3553.7
2024-06-22,Medellin,1276.04,2852.82,3507.63
2024-06-22,Cali,2915.02,736.02,1088.96
2024-06-22,Barranquilla,3083.35,1513.59,552.1
2024-06-22,Cartagena,1036.61,489.52,2605.07
2024-06-23,Bogota,73.55,278.6,48.3
2024-06-23,Medellin,1768.24,87.15,2275.72
2024-06-23,Cali,5372.0,2941.21,1879.64
2024-06-23,Barranquilla,2501.53,399.34,1622.13
2024-06-23,Cartagena,469.9,1736.59,3461.87
2024-06-24,Bogota,3592.8,2727.29,5813.77
2024-06-24,Medellin,2189.98,3198.6,1154.81
2024-06-24,Cali,3500.97,1724.0,2060.35
2024-06-24,Barranquilla,5700.51,1118.16,6734.82
2024-06-24,Cartagena,2952.72,1810.68,3522.18
2024-06-25,Bogota,5318.16,1072.78,4570.33
2024-06-25,Medellin,2573.9,1793.91,2492.01
2024-06-25,Cali,949.04,504.48,5841.06
2024-06-25,Barranquilla,2070.46,558.4,259.43
2024-06-25,Cartagena,1327.69,972.75,100.96
2024-06-26,Bogota,3320.95,3311.81,2584.35
2024-06-26,Medellin,15.81,1108.97,255.9
2024-06-26,Cali,1862.76,1962.11,3082.15
2024-06-26,Barranquilla,50.27,535.36,925.45
2024-06-26,Cartagena,8203.73,204.57,5583.52
2024-06-27,Bogota,5301.85,2780.47,627.3
2024-06-27,Medellin,2446.4,640.79,6630.71
2024-06-27,Cali,878.15,4946.57,2983.1
2024-06-27,Barranquilla,3129.4,186.9,1011.0
2024-06-27,Cartagena,7525.01,1472.81,7390.41
2024-06-28,Bogota,10750.88,552.95,30.85
2024-06-28,Medellin,295.48,1912.36,1154.7
2024-06-28,Cali,703.32,3343.27,2941.17
2024-06-28,Barranquilla,966.29,2961.51,2078.97
2024-06-28,Cartagena,4328.17,54.48,9731.85
2024-06-29,Bogota,160.98,3274.79,744.3
2024-06-29,Medellin,4399.22,770.67,859.39
2024-06-29,Cali,483.67,203.23,5340.78
2024-06-29,Barranquilla,2477.31,330.83,415.76
2024-06-29,Cartagena,2797.21,1534.68,2165.5
2024-06-30,Bogota,5563.86,3518.62,705.54
2024-06-30,Medellin,578.89,184.6,94.3
2024-06-30,Cali,3197.17,219.68,2231.7
2024-06-30,Barranquilla,1083.87,64.2,8778.32
2024-06-30,Cartagena,1223.15,710.98,768.53
2024-07-01,Bogota,2667.28,885.84,2540.67
2024-07-01,Medellin,528.31,2337.25,5055.05
2024-07-01,Cali,1669.32,368.95,4291.5
2024-07-01,Barranquilla,10601.36,3336.49,1959.18
2024-07-01,Cartagena,748.51,1816.05,931.36
2024-07-02,Bogota,2208.09,164.76,1264.02
2024-07-02,Medellin,9603.4,3180.69,8862.77
2024-07-02,Cali,1677.76,2651.01,347.87
2024-07-02,Barranquilla,1050.29,1964.24,3887.46
2024-07-02,Cartagena,1232.75,914.93,2925.84
2024-07-03,Bogota,7771.8,1089.21,1051.92
2024-07-03,Medellin,976.09,254.65,2540.17
2024-07-03,Cali,922.78,1648.16,256.36
2024-07-03,Barranquilla,2589.66,1368.18,6944.23
2024-07-03,Cartagena,118.6,1853.54,587.15
2024-07-04,Bogota,1168.09,2683.55,5980.88
2024-07-04,Medellin,8001.38,2121.62,623.57
2024-07-04,Cali,2421.72,2180.15,4872.16
2024-07-04,Barranquilla,7605.54,542.81,3850.63
2024-07-04,Cartagena,145.41,1500.65,5420.96
2024-07-05,Bogota,3135.19,5364.23,9992.96
2024-07-05,Medellin,2760.44,475.13,1627.41
2024-07-05,Cali,549.72,2225.54,1026.23
2024-07-05,Barranquilla,444.02,427.82,1697.45
2024-07-05,Cartagena,9250.29,515.92,2010.29
2024-07-06,Bogota,4030.41,835.59,3594.95
2024-07-06,Medellin,293.38,873.96,1514.37
2024-07-06,Cali,921.72,1806.73,1433.41
2024-07-06,Barranquilla,6398.55,165.67,128.88
2024-07-06,Cartagena,3712.27,2759.24,8279.06
2024-07-07,Bogota,1479.47,435.58,2102.23
2024-07-07,Medellin,996.1,77.12,6946.8
2024-07-07,Cali,4220.28,1536.46,681.97
2024-07-07,Barranquilla,2834.57,4440.98,5451.82
2024-07-07,Cartagena,6368.68,1275.09,214.96
2024-07-08,Bogota,4101.05,2835.65,3879.61
2024-07-08,Medellin,1910.2,1625.75,112.49
2024-07-08,Cali,79.01,1842.73,5147.64
2024-07-08,Barranquilla,10272.12,1086.41,6762.09
2024-07-08,Cartagena,938.84,1329.11,2289.93
2024-07-09,Bogota,131.05,273.05,1191.1
2024-07-09,Medellin,9908.49,3334.89,714.6
2024-07-09,Cali,1759.12,846.71,5203.81
2024-07-09,Barranquilla,1279.17,882.03,1704.73
2024-07-09,Cartagena,41.62,1731.97,3818.67
2024-07-10,Bogota,2792.66,2521.6,3908.92
2024-07-10,Medellin,1010.81,1567.1,636.84
2024-07-10,Cali,6337.16,669.54,753.74
2024-07-10,Barranquilla,39.43,713.66,1229.16
2024-07-10,Cartagena,3802.15,375.14,7893.48
2024-07-11,Bogota,119.9,52.02,923.92
2024-07-11,Medellin,3365.4,2427.94,5186.73
2024-07-11,Cali,8202.53,90.73,2345.05
2024-07-11,Barranquilla,118.79,272.72,2907.79
2024-07-11,Cartagena,291.82,2547.07,776.87
2024-07-12,Bogota,1118.3,1180.15,113.69
2024-07-12,Medellin,6238.32,2624.96,1392.47
2024-07-12,Cali,817.87,1625.86,2355.58
2024-07-12,Barranquilla,1474.96,65.04,939.87
2024-07-12,Cartagena,2212.48,222.16,7024.65
2024-07-13,Bogota,6496.65,320.88,2490.16
2024-07-13,Medellin,481.25,1684.52,12377.27
2024-07-13,Cali,5987.63,4350.02,3951.52
2024-07-13,Barranquilla,2432.27,3250.24,1745.81
2024-07-13,Cartagena,4045.92,595.66,438.98
2024-07-14,Bogota,1774.07,755.77,5960.25
2024-07-14,Medellin,3510.97,1679.5,931.04
2024-07-14,Cali,1186.98,3150.63,2954.93
2024-07-14,Barranquilla,9764.47,3473.61,3863.58
2024-07-14,Cartagena,1159.02,984.52,3875.82
2024-07-15,Bogota,3431.27,600.98,2539.28
2024-07-15,Medellin,2336.18,1177.81,207.45
2024-07-15,Cali,219.58,1213.07,7185.23
2024-07-15,Barranquilla,2293.63,4044.98,5359.0
2024-07-15,Cartagena,6623.93,769.67,587.98
2024-07-16,Bogota,2150.04,1306.02,1253.98
2024-07-16,Medellin,1038.39,1040.73,210.15
2024-07-16,Cali,1683.84,2137.7,8268.17
2024-07-16,Barranquilla,4251.21,691.35,2317.57
2024-07-16,Cartagena,3150.67,61.48,778.02
2024-07-17,Bogota,235.0,1327.77,4007.97
2024-07-17,Medellin,1514.84,539.91,235.96
2024-07-17,Cali,442.88,2253.08,4601.3
2024-07-17,Barranquilla,7668.16,308.06,2354.35
2024-07-17,Cartagena,2682.68,3048.6,186.36
2024-07-18,Bogota,338.13,1957.18,1317.32
2024-07-18,Medellin,1142.12,646.36,2079.74
2024-07-18,Cali,325.62,258.57,2238.28
2024-07-18,Barranquilla,1850.1,2642.91,3058.46
2024-07-18,Cartagena,6924.32,571.85,2464.41
2024-07-19,Bogota,190.01,670.35,2133.81
2024-07-19,Medellin,497.1,4324.48,3550.88
2024-07-19,Cali,855.9,250.85,42.95
2024-07-19,Barranquilla,2690.71,1068.5,6641.01
2024-07-19,Cartagena,10110.45,865.71,1163.26
2024-07-20,Bogota,4847.52,1853.91,590.01
2024-07-20,Medellin,628.47,1067.29,1185.89
2024-07-20,Cali,3468.99,3460.1,4969.23
2024-07-20,Barranquilla,2277.39,307.13,4429.27
2024-07-20,Cartagena,1895.59,978.62,3001.26
2024-07-21,Bogota,6586.56,571.59,1054.1
2024-07-21,Medellin,2444.42,2215.88,1405.34
2024-07-21,Cali,406.69,3412.61,7368.99
2024-07-21,Barranquilla,496.81,1093.32,4406.54
2024-07-21,Cartagena,7028.95,1328.71,1177.75
2024-07-22,Bogota,349.67,2350.88,2613.19
2024-07-22,Medellin,620.69,3022.69,3013.26
2024-07-22,Cali,4428.28,2127.8,1294.88
2024-07-22,Barranquilla,1062.52,442.07,5365.69
2024-07-22,Cartagena,7316.36,111.74,1030.53
2024-07-23,Bogota,2276.84,568.02,3587.91
2024-07-23,Medellin,2787.71,2317.39,663.76
2024-07-23,Cali,582.89,1908.78,5581.31
2024-07-23,Barranquilla,120.93,1699.89,826.09
2024-07-23,Cartagena,6027.67,182.23,192.65
2024-07-24,Bogota,266.36,1029.91,524.4
2024-07-24,Medellin,3541.59,51.66,3122.04
2024-07-24,Cali,2672.16,2062.42,4403.14
2024-07-24,Barranquilla,2532.35,549.28,175.08
2024-07-24,Cartagena,1234.33,2389.81,1972.1
2024-07-25,Bogota,5872.87,864.27,5545.19
2024-07-25,Medellin,2130.87,63.35,2707.18
2024-07-25,Cali,682.73,170.52,1962.8
2024-07-25,Barranquilla,240.1,2761.66,704.18
2024-07-25,Cartagena,1745.93,2372.47,436.23
2024-07-26,Bogota,4774.13,1348.97,4254.37
2024-07-26,Medellin,1268.54,675.22,3522.96
2024-07-26,Cali,6909.59,356.16,4815.28
2024-07-26,Barranquilla,586.69,2542.82,832.33
2024-07-26,Cartagena,3254.98,1915.43,2691.14
2024-07-27,Bogota,3309.1,39.82,1417.31
2024-07-27,Medellin,7399.49,299.16,9356.15
2024-07-27,Cali,539.78,1815.6,1051.74
2024-07-27,Barranquilla,7.21,2719.01,1042.81
2024-07-27,Cartagena,3281.39,1449.33,654.09
2024-07-28,Bogota,1133.38,435.52,901.97
2024-07-28,Medellin,5882.32,1181.5,2172.74
2024-07-28,Cali,232.1,498.14,1223.7
2024-07-28,Barranquilla,4680.44,3533.75,7333.45
2024-07-28,Cartagena,3437.55,1693.28,3212.32
2024-07-29,Bogota,1216.29,1786.51,6639.01
2024-07-29,Medellin,4516.11,519.14,152.74
2024-07-29,Cali,4642.63,2455.15,5033.71
2024-07-29,Barranquilla,503.25,2839.72,3426.63
2024-07-29,Cartagena,8088.43,3597.97,4905.28
2024-07-30,Bogota,5725.23,4679.74,12281.55
2024-07-30,Medellin,2221.17,163.54,806.65
2024-07-30,Cali,2305.8,1816.11,1452.35
